,Company,Qualifications,Url,City,State,Title 1,Title 2
416,citi,"statistical analysis, project management, sql, predictive analytics, sas, doctoral degree, bachelors degree, masters degree",https://www.simplyhired.co.in/job/UjOGi2mPjn2v2SIxlctKh7BBGzCLFTFcXV_6yG1cb5LxTKfps8JqbA?q=data+scientist,bengaluru,karnataka,sr data scientist,none
417,capillary technologies,"project management, power bi, relational databases, sql, tableau, bachelors degree, masters degree",https://www.simplyhired.co.in/job/GninZJvbb-MqNy35bMqvTF7kxBbIKEAUMAN0tXzyuDUi--BEdkx76g?q=data+scientist,hyderabad,telangana,associate data scientist (fresher ),madhapur
418,wipro limited,data science,https://www.simplyhired.co.in/job/UXBROA0luTRhAmJcqMHd53kWlMvgoHwy5XcLM7dKpaqZD6qee5XwSg?q=data+scientist,pallavaram,chennai,technical trainer,data science/data analytics
419,airtel india,"tensorflow, sql, r, machine learning, python",https://www.simplyhired.co.in/job/HQ4EyyZMwf2eOGcoJMwTCYfZIshVIKk9C9QWpm2TnCGl5UP1drbsUw?q=data+scientist,bengaluru,karnataka,ai / ml data science and research engineers,none
420,stylumia intelligence technology,"image processing, pytorch, natural language processing, deep learning, tensorflow",https://www.simplyhired.co.in/job/-xc-WDjs4VKPPCBcYWmhLYcKj6nh08_vNsJC9yTHqbWibDQjZ22Pvg?q=data+scientist,noida,uttar pradesh,machine learning engineer,none
421,knight fintech,"deep learning, machine learning, calculus, ai",https://www.simplyhired.co.in/job/bXH9hokr50kUtohI-zGf8YMNlnXqBTFAu2aEJOi3no8ITIeCncBBnA?q=data+scientist,bengaluru,karnataka,senior data scientist,none
422,setty & associates,"sql, neo4j, plumbing, data analytics, analytics, bachelors degree",https://www.simplyhired.co.in/job/buQgdACi2HBwigwbferjR2FA-d3Nl30z1cIxzsrGHUMU60LX5hh_wA?q=data+scientist,mumbai,maharashtra,supply chain network data & analytics specialist,none
423,evry india,"azure, sql, recruiting, numpy, iso 27001, bachelors degree, masters degree",https://www.simplyhired.co.in/job/dCryZmSxGAKglj23ObxC16l-ERRpnx2qJV-sENbNlAxtGhjWXZqiZw?q=data+scientist,none,none,engineering leader,machine learning
424,acuity knowledge partners,"oop, communication skills, analytics, r, microsoft excel",https://www.simplyhired.co.in/job/jRNoKqsi--pWin6UVs3S1FtRVoixZQkqT38yMm8GKRoqBebgzeccfg?q=data+scientist,noida,uttar pradesh,data scientist,none
425,surya systems,"agile, sql, analytics, hadoop, r",https://www.simplyhired.co.in/job/pGsXWLtSSX0hsNJE32J4FeO3KmrxWbfZwKdfeN_UHgXXuiG4gPHjkA?q=data+scientist,ernakulam,kerala,faculty- artificial intelligence,none
426,recruitrix,"power bi, sql, tableau, numpy, pandas, bachelors degree",https://www.simplyhired.co.in/job/QsY9YoD8vAX5RAy-VKH0ouBe1aVcM_RzqSOy4D_Yre-3qRa9lbjppQ?q=data+scientist,tiruchchirappalli,tamil nadu,data scientist,python
427,inlustro learning pvt ltd,"pytorch, spark, numpy, pandas, data visualization, bachelors degree, masters degree",https://www.simplyhired.co.in/job/4MWMNBG3q72QIf_4oi0CPzrp_TuubLQSNXt_732rUiFh4XujHLOPyg?q=data+scientist,chennai,tamil nadu,audit reporting and analytics analyst,none
428,furious fox,"full-stack development, deep learning, tensorflow, algorithm design, postgresql",https://www.simplyhired.co.in/job/1T2x8OafYJu2n3olqufZ1zIBv9u4K0Z7iih4xboSi4Xkf5qteE_FeQ?q=data+scientist,bengaluru,karnataka,data scientist & analyst,none
429,venera video tech pvt ltd,"software deployment, analysis skills, image processing, opencv, tensorflow, bachelors degree, 12th pass",https://www.simplyhired.co.in/job/dJ1Pn3ue9QffyelHgp4KcbDjZncyxE06BrE7mCnh8c6PRDc4jF5uLQ?q=data+scientist,bengaluru,karnataka,computational & data scientist,none
430,servilink system,"power bi, agile, analytics, r, postgresql, bachelors degree",https://www.simplyhired.co.in/job/pLYeo69O6UV9iq3I42lsVy6mMmEYCGoG-wECiDP5Be9bjYC_dZJHjw?q=data+scientist,bengaluru,karnataka,data scientist (marketing mix modeling),none
431,boston consulting group,"tensorflow, communication skills, agile, sql, python",https://www.simplyhired.co.in/job/iscxBq3PUPXVbIwsPY6tU-OUjVJQ8e6L_3Eo70m0c6W9hnV5MWnodw?q=data+scientist,none,none,data science (ai & python program developers),none
432,colgate-palmolive,"manufacturing, supply chain, sql, spring, r, bachelors degree, masters degree, m.b.a.",https://www.simplyhired.co.in/job/9LhEc7XC6XiS8ROC2gSQiMuQub04_62xsI5t2noD8yqdDZinQINWLg?q=data+scientist,visakhapatnam,andhra pradesh,machine learning and artificial intelligence development,none
433,eightfold.ai,"tensorflow, c++, scala, apis, hadoop, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist,bengaluru,karnataka,data scientist_nlp_3-9 years,none
434,iris software,"unit testing, sql, spark, apache hive, predictive analytics",https://www.simplyhired.co.in/job/K3tPo6gu44VoANanbhuYxgqWCXURLQQHDJL6m5eZo_2H1S6LEClCpQ?q=data+scientist,thiruvananthapuram,kerala,associate data scientist i,none
435,united group of initiatives,".net, teaching experience, communication skills, r, machine learning, bachelors degree, masters degree",https://www.simplyhired.co.in/job/1Q5HTnkHVLXWSO5GoFQn2WpldvCpTjgc2NxrfMHR9escMfnSCgp7Kg?q=data+scientist,bengaluru,karnataka,data scientist,senior engineer
436,v r della it services private limited,"sql, nosql, jquery, oop, machine learning",https://www.simplyhired.co.in/job/lAvGlPyJ9a39gTEkisWynZWSHfsy3fb2AnbbvpchgExnbY8C50HPgw?q=data+scientist,hyderabad,telangana,0010_ data scientist-anz,none
437,dtcc,"power bi, sql, tableau, sharepoint, informatica",https://www.simplyhired.co.in/job/OHVLXTK5OsdVclVSNxMgOHuND6QtMXRkBtyqTDzGvh0qbwbjQx7FRQ?q=data+scientist,gurgaon district,haryana,applied data scientist,none
438,itday india,"statistical analysis, web services, d3.js, google adwords, predictive analytics, doctoral degree, masters degree",https://www.simplyhired.co.in/job/Dq7sQzwzHuDGWCd8KykDceBvutX0lPmsCN1aNtsQPT81ZbKd_PP9yQ?q=data+scientist,bengaluru,karnataka,kyc associate,none
439,exxonmobil,"mechanical engineering, software testing, c++, oop, matlab, masters degree",https://www.simplyhired.co.in/job/CCj-Ct84WXxSrNUk-_HI7ne5HyOrvUJRBhUkq4-FgjyMuJ0xLgXaMg?q=data+scientist,bengaluru,karnataka,data scientist,mlb
440,ara resources,"multichannel marketing, analysis skills, power bi, information security, marketing mix modeling",https://www.simplyhired.co.in/job/7FNbHQAL3faFtETjJsmBYiOMo5Y_KyjsdtH8Jn20ebjqHM28zqsGag?q=data+scientist,kochi,kerala,ey,gds consulting
441,mnj software,"sql, communication skills, python, administrative experience, data science, m.c.a., bachelors degree, masters degree",https://www.simplyhired.co.in/job/e4TzlDIx50Xj3JddI-wqjSu0YMkEw6L9TuTnQru9uiCuzdksgI3Akg?q=data+scientist,hyderabad,telangana,analyst,data science
442,quantum ai systems,"tensorflow, azure, machine learning, python, salesforce",https://www.simplyhired.co.in/job/7vrjWPNVabZ2qZkVJWx4wZUuRg4v2Qx1TICwzKtNqe-5EU3Os1GRRA?q=data+scientist,bengaluru,karnataka,senior data scientist,none
443,fractal analytics,"software deployment, project management, team management, sql, pytorch, bachelors degree, masters degree",https://www.simplyhired.co.in/job/2WqfHNAfRDiea4WyhSwjSzitFQImlIyx2LfQpbZ_f6XRTHEpjtfvzA?q=data+scientist,chennai,tamil nadu,ai/ml intern,none
444,ust,"statistical analysis, web services, d3.js, data modeling, azure",https://www.simplyhired.co.in/job/y55PjPNhGuLFXbleUKm92dsunYpO-sLQly3jWR2KtKxaWjrfrUcISw?q=data+scientist,pune,maharashtra,data scientist,none
445,mercedes-benz research and development india private limited,"software deployment, relational databases, continuous integration, azure, sql",https://www.simplyhired.co.in/job/y5XNjbCBAYG42k9HoHIOpqgSKCWHtqJbAomjdW5gk-35PbvcsWs9QQ?q=data+scientist,none,none,data scientists,none
446,recruise india consulting pvt ltd,"marketing, sql, apis, analytics, r, masters degree",https://www.simplyhired.co.in/job/dZvNMXSW65jVwBXX8XA60hUhFyG2Co9RqLH2Jgk3HWFjn78E0ixN4g?q=data+scientist,bengaluru,karnataka,data scientist,none
447,dunnhumby,"communication skills, agile, sql, machine learning, python",https://www.simplyhired.co.in/job/lvskKNk9d93wkUE_h_0J-Cbpm_yMPXIiDf128dqwIFe_U35sdkCyRA?q=data+scientist,bengaluru,karnataka,senior data scientist,none
448,deutsche bank,"microsoft access, data analytics, communication skills, agile, sql",https://www.simplyhired.co.in/job/QsR0_6_QsNC23ll6PQ2hqHC_3oyzsVQ4vzOjaVabfZQMMwArGZZMFQ?q=data+scientist,mumbai,maharashtra,supply chain network data & analytics specialist,none
449,snapminds,"tensorflow, machine learning, python, sas, tableau, bachelors degree",https://www.simplyhired.co.in/job/lI-TqvVbpm0KTfEMFVTgBAHMLESmZOUyiv_yVoUBBOLQVWjooOzIDQ?q=data+scientist,none,none,engineering leader,machine learning
450,ey,"project management, mechanical engineering, natural language processing, deep learning, communication skills, bachelors degree, masters degree, m.b.a.",https://www.simplyhired.co.in/job/0JR-xOl2lrF58n4_yFEs_bHwFbxR270s299shdZmKsuC1Ries2qz8A?q=data+scientist,chennai,tamil nadu,data scientist crsp irc180072,none
451,merilytics,"analytics, hadoop, spark, distributed systems, machine learning",https://www.simplyhired.co.in/job/HNdH__lTG3L8MATVJajE1QiCHHiqmmjW303b17pTUi8NJg-ylZ-Kiw?q=data+scientist,none,none,engineering leader,machine learning
452,fortive corporate,"microsoft outlook, communication skills, machine learning, statistics, natural language processing, bachelors degree, masters degree, doctoral degree",https://www.simplyhired.co.in/job/zpMFfjayQ8LXD0Myv1xCKNKeF6vUfAwIAQn5-Ja7fcKJKnDCE3ltrw?q=data+scientist,sahibzada ajit singh nagar,ludhiana,data scientist,none
453,kla,"analysis skills, image processing, c++, signal processing, c, bachelors degree, masters degree",https://www.simplyhired.co.in/job/2ilo08AJ88FzOvK7UB39hCW-zYklBYkjR_20frfSrw4cae6qrJM-dw?q=data+scientist,hyderabad,telangana,research associate – data science,none
454,exapas,"power bi, sql, technical writing, r, python",https://www.simplyhired.co.in/job/dADbEp37pIINb1iAUClPWsnzPBOHZ7K0olfdjzMTJhDDJ-6dWJSFDw?q=data+scientist,bengaluru,karnataka,sr. data scientist,none
455,xtage labs,"power bi, communication skills, r, python, tableau",https://www.simplyhired.co.in/job/Mniz96CddkHjOGBRnsYzjdDQ8FjQyKTTamtA5ksLBcGNLcxPACuRkw?q=data+scientist,ahmedabad,gujarat,data science engineer,none
456,ambc technologies,"pytorch, scrum, opencv, tensorflow, product development",https://www.simplyhired.co.in/job/tRtL9fqv71IWhWjCzgfUcA635M7fnhDvxFjd9J18gca-jXQYranbYw?q=data+scientist,none,none,machine learning engineer,none
457,boston consulting group,"tensorflow, communication skills, agile, sql, python",https://www.simplyhired.co.in/job/iscxBq3PUPXVbIwsPY6tU-OUjVJQ8e6L_3Eo70m0c6W9hnV5MWnodw?q=data+scientist,gurgaon,haryana,lead data scientist,none
458,colgate-palmolive,"manufacturing, supply chain, sql, spring, r, bachelors degree, masters degree, m.b.a.",https://www.simplyhired.co.in/job/9LhEc7XC6XiS8ROC2gSQiMuQub04_62xsI5t2noD8yqdDZinQINWLg?q=data+scientist,bengaluru,karnataka,data scientist,none
459,eightfold.ai,"tensorflow, c++, scala, apis, hadoop, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist,noida,uttar pradesh,data science trainer,none
460,globallogic,"sql, nosql, communication skills, scala, python, b.sc, bachelors degree",https://www.simplyhired.co.in/job/bUXih8wkM21amDvf0N5JFTjvk7JQVLu5iyrVyb_KWTpkXltKKkj8Lg?q=data+scientist,bengaluru,karnataka,manager of analytics & data science,none
461,webtunix ai,"sql, tableau, nosql, mongodb, deep learning",https://www.simplyhired.co.in/job/LcYHO5YXpoLkdX_sQ2_xehjUKW3vWU1Wi8wvbNQ_ThOHB39rNxZO3w?q=data+scientist,bengaluru,karnataka,digital sc assistant manager,data and analytics
462,recode minds,"tableau, numpy, presentation skills, data analytics, matlab, bachelors degree, masters degree",https://www.simplyhired.co.in/job/crX53Dc4aQLIAAb7Vg8x4U0rE4KnAoH2ulU1j7bIVZ7lvTdsOQj49w?q=data+scientist,bengaluru,karnataka,ai / ml engineer,none
463,enphase energy,"statistical analysis, web services, analysis skills, power bi, sql, bachelors degree",https://www.simplyhired.co.in/job/d2qwpARXo5syUDpZ3NKhPrKGtpb6X8kpawDpMh4oLrhndIwNtBRc3w?q=data+scientist,bengaluru,karnataka,machine learning,intern
464,f(x) data labs pvt ltd,"statistical analysis, web services, d3.js, google adwords, facebook advertising",https://www.simplyhired.co.in/job/OZEOAKboyCnXXXXUKUNn3TllPgAP9AOd-KzDpdcQkvzrcoxxFMXvtA?q=data+scientist,new delhi,delhi,data scientist,none
465,marktine technology solutions,"spark, deep learning, tensorflow, product development, communication skills, doctoral degree, masters degree",https://www.simplyhired.co.in/job/Ey2RASkH6GsiifB7P5xnO0xULgZi_DTESwzaDfgUk4u1D9HPXzxfiQ?q=data+scientist,bengaluru,karnataka,"knowledge graph, data scientist",none
466,transorg analytics,"sql, predictive analytics, mentoring, presentation skills, r, bachelors degree",https://www.simplyhired.co.in/job/HpB2VxGO3-BF173TmKJQMNrNGHCAKcyUOpuhUfZGIcMc2JICaBfWLA?q=data+scientist,hyderabad,telangana,data scientist,none
467,trukker,"supply chain, sql, data visualization, analytics, r, bachelors degree",https://www.simplyhired.co.in/job/TBJPkTRDj9xfH5TwwAjNCiIsl2AG4VabD3ARzR99ftM9CNfVpb_5ig?q=data+scientist,noida,uttar pradesh,data scientist,none
468,digicrome academy,"power bi, sql, tableau, natural language processing, communication skills",https://www.simplyhired.co.in/job/BAf-E7yzrFbcrDqV6m-X34Ua5LsOgwI0SuAcmY_JsXuo7s9pj_pbCQ?q=data+scientist,pune,maharashtra,data science,lead data scientist
469,polaris inc.,"project planning, power bi, manufacturing, data modeling, azure, bachelors degree, masters degree",https://www.simplyhired.co.in/job/IjWNWXjqJ5lBR7demUEfRmY3i4omvrO_0JeEJFpPIgn22pmP4OhKvg?q=data+scientist,bengaluru,karnataka,ai / big data analyst (powertrain applications),none
470,gujarat fluorochemicals,"c++, product development, pmp, r, c",https://www.simplyhired.co.in/job/lszClsbOfM-kgt-Weu7OWrhDQTKSCjRF1ecHOmwlpCy1VKUXP5MSvQ?q=data+scientist,bengaluru,karnataka,data scientist,none
471,unilever,"project management, leadership, agile, supply chain, machine learning, masters degree",https://www.simplyhired.co.in/job/GsrkaceJMtTEQJcVWcW_J6OTHN5-8-GyvkO3JLLgY21EtZBZKnnbzA?q=data+scientist,none,none,engineering leader,machine learning
472,chiplogic technologies,"c++, communication skills, software architecture, c, machine learning",https://www.simplyhired.co.in/job/rOonvlwiAbcUbS-E1zSm5w74kSvvRKNtHW-nDUsUQFy_UBW8G8FIww?q=data+scientist,noida,uttar pradesh,data science engineer,none
473,icecream labs,"data modeling, saas, natural language processing, deep learning, tensorflow, bachelors degree, masters degree",https://www.simplyhired.co.in/job/-bTJw_p1nSKhhALQDw_ucIGy-jjq2s-Fzq-eHUx-jAPv4qPYZK7nEw?q=data+scientist,mumbai,maharashtra,data scientist/machine learning engineer,none
474,eoraa & co.,"communication skills, r, python, numpy, pandas, bachelors degree",https://www.simplyhired.co.in/job/QyRsQvedT5BgFdx9kFfVc0sNDGAwZNQgemq8dH0K1HbdnIoELAFVqw?q=data+scientist,hyderabad,telangana,data scientist,none
475,mango sciences,"database management, communication skills, agile, graph databases, sparql",https://www.simplyhired.co.in/job/oUEslf5PanJIIUAYABVbwN21w1SG1ANqjmfenZQ-3pBB8iBjEkeWdQ?q=data+scientist,none,none,data scientist,none
476,ge appliances,"power bi, sql, sas, communication skills, r, bachelors degree, masters degree",https://www.simplyhired.co.in/job/KH0VdeTqATe9Ot15oqD-7pgeq0Rlw4WUcpuLqx8ORFiAGVnJ03vILQ?q=data+scientist,chennai,tamil nadu,"manager, data science 1",none
477,bbs,"qualitative analysis, power bi, azure, sql, sas",https://www.simplyhired.co.in/job/bIK5zWPXGkFuFvIA6n_XJ68yxsiW1aFr291kjEuGkENVyfXfyQSBJA?q=data+scientist,pune,maharashtra,intern-data analytics,none
478,jet2 travel technologies,"power bi, sql, tableau, agile, r",https://www.simplyhired.co.in/job/bdFSdxaSiImC6fpig9DQR0_RrA0dppqad_RxWH0igwPpD4E59oOv3A?q=data+scientist,bengaluru,karnataka,decision scientist,none
479,bosch group,"hadoop, python, big data, tableau, powertrain, bachelors degree",https://www.simplyhired.co.in/job/AODFI1rHCh84vVA2EJ47LfrQ88nn3HA0ztkBgljGgkSSTXw_A_3ntw?q=data+scientist,pune,maharashtra,ai/ machine learning programmer,none
480,brandmuscle,"sql, nosql, cassandra, communication skills, adobe analytics, bachelors degree",https://www.simplyhired.co.in/job/frNgnzpyOjBuar0A6BhxvstfqE16UQ3r69aQnnFL-Wipb4CrRNLEHA?q=data+scientist,bengaluru,karnataka,machine learning engineer,none
481,eightfold.ai,"tensorflow, c++, scala, apis, hadoop, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist,bengaluru,karnataka,solutions architect : big data / ai,none
482,innobit systems,"ios, gitlab, sql, nosql, mongodb, bachelors degree",https://www.simplyhired.co.in/job/0E8vgOXNb4l10PPH_NPjP381uuVQiqCJta7nKFcAZ3VzrJ6-UXGbag?q=data+scientist,chennai,tamil nadu,lead data scientist,none
483,cogoport,"deep learning, tensorflow, pytorch, docker, machine learning",https://www.simplyhired.co.in/job/pBLgF82xAcqD8x85U3IagnJLj1M19y8tnPMlvYOHuLlU-e_zroVmcA?q=data+scientist,navi mumbai,maharashtra,data scientist,none
484,carrier klimatechnik gmbh,"power bi, image processing, sql, microsoft excel, microsoft powerpoint",https://www.simplyhired.co.in/job/CcsG5pPvbIM0XM2xlXZxha_DF_DNxn68L6msSdj97oFNVNp6EZVcsg?q=data+scientist,bengaluru,karnataka,vehicle energy efficiency bench marking & data analytics,none
485,srinsoft,"project management, power bi, supply chain, sql, spark, bachelors degree",https://www.simplyhired.co.in/job/OaWBCc74VvOtmkpZVnR1zcZEGqbP-Ow0w_dgVEJYZsFyvee7UNbrZw?q=data+scientist,mysore,karnataka,data science trainer,none
486,paypal,"analysis skills, fraud, leadership, sql, data science",https://www.simplyhired.co.in/job/VnRS5OFmgxK_dkthqjgZCIYQo8XZGL0I_5RPaLT9tPn_g95V6bGDxw?q=data+scientist,new delhi,delhi,artificial intelligence intern,none
487,merkle,"power bi, sql, sas, tableau, customer relationship management",https://www.simplyhired.co.in/job/mp7ht1pV513ae6uO_Q-iCHbJFZ5ozDK-vAUXeyJFs5615A0BUbAKQQ?q=data+scientist,chennai,tamil nadu,senior analyst,data science
488,paypal,"analysis skills, fraud, communication skills, sql, microsoft excel, bachelors degree",https://www.simplyhired.co.in/job/MS1wff19lzXKghLtIBsGIImJDVDqMwSzz3uiGsWdcr61YEgV7U-Ljw?q=data+scientist,hyderabad,telangana,data scientist,none
489,techspeed,"azure, c++, computer vision, agile, apis, bachelors degree, diploma",https://www.simplyhired.co.in/job/LyNxZlo_YeLAExRjv_5Qp8DPYXz9HpHZWD59skNIk94ZoS6a4lkVzA?q=data+scientist,chennai,tamil nadu,data scientist,none
490,brightree,"apis, machine learning, python, big data, aws, bachelors degree, masters degree",https://www.simplyhired.co.in/job/epcqMCrIhlckrnmgeUlEVqYD631_WHjI7QDumrQWwEMVd0XXYCXAYQ?q=data+scientist,pune,maharashtra,ai/ml,data scientist
